family,j,seed,gamma_z,gamma_z1,board,label,mechanism_description,outside_density,predictor,auc,D,logloss,logloss_margin_over_N1,precision_at_32,ceiling_full,ceiling_block,regrown_share_full,regrown_share_block,M_real,n_ge,n_shuffles,n_deg,n_valid_shuffles,p_S,p_P,p_P_rowcol,lambda_ko,lambda_full,lambda_block,auc_other_59,auc_fixed_lambda1,p_P_fixed_lambda1
M1.0,3,90153,1.0,0.0,z,R,,0.1682287911559721,BF_1,0.9697265625,1.7472940057196478,0.4511906103723858,0.32701719610513075,0.875,1.0,1.0,0.939453125,0.939453125,0.4560546875,0,99,0,99,0.01,0.0001,0.0001,1.0,1.0,1.0,0.9641203703703703,0.9697265625,0.0001
M1.0,3,90153,1.0,0.0,z,R,,0.1682287911559721,BF_2,0.912109375,1.1997361012104504,0.5366586507506739,0.24154915572684266,0.875,1.0,1.0,0.82421875,0.82421875,0.3984375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8981481481481481,0.9521484375,0.0001
M1.0,3,90153,1.0,0.0,z,R,,0.1682287911559721,BF_3,0.9091796875,1.2195820207733992,0.5355608021375444,0.2426470043399721,0.84375,1.0,1.0,0.818359375,0.818359375,0.3955078125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8993055555555556,0.9111328125,0.0001
M1.0,3,90153,1.0,0.0,z,R,,0.1682287911559721,BF_4,0.88671875,1.1859313498138235,0.5451101621735458,0.23309764430397073,0.8125,1.0,1.0,0.7734375,0.7734375,0.373046875,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8738425925925926,0.865234375,0.0001
M1.0,3,90153,1.0,0.0,z,R,,0.1682287911559721,N1,0.513671875,0.0,0.7782078064775165,0.0,0.5,0.5146484375,0.5,0.9333333333333333,,0.0,99,99,0,99,1.0,0.4243,0.2458,,,,0.4965277777777778,,
M1.0,4,90154,1.0,0.0,z,R,,0.167267483777938,rule #2.1,0.7587890625,0.7883466053082907,0.6146588077577486,0.17048048418579187,0.6875,1.0,1.0,0.517578125,0.517578125,0.25390625,0,99,0,99,0.01,0.0001,0.0001,3.0,1.0,1.0,0.7685185185185185,0.8642578125,0.0001
M1.0,4,90154,1.0,0.0,z,R,,0.167267483777938,BF_1,0.759765625,0.7598017983681706,0.6199449937770195,0.16519429816652098,0.71875,0.998046875,1.0,0.5215686274509804,0.51953125,0.2548828125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7719907407407407,0.8525390625,0.0001
M1.0,4,90154,1.0,0.0,z,R,,0.167267483777938,BF_2,0.76953125,0.7927834760804846,0.617064423710469,0.1680748682330715,0.65625,0.9990234375,1.0,0.5401174168297456,0.5390625,0.2646484375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7754629629629629,0.8583984375,0.0001
M1.0,4,90154,1.0,0.0,z,R,,0.167267483777938,BF_3,0.736328125,0.8350231219252073,0.6326350110713935,0.15250428087214696,0.65625,0.9873046875,1.0,0.4849699398797595,0.47265625,0.2314453125,0,99,0,99,0.01,0.0004,0.0001,3.0,3.0,1.0,0.7268518518518519,0.7265625,0.001
M1.0,4,90154,1.0,0.0,z,R,,0.167267483777938,BF_4,0.7216796875,0.7596270933172908,0.6509719975982912,0.13416729434524932,0.65625,0.98828125,1.0,0.454,0.443359375,0.216796875,0,99,0,99,0.01,0.0006,0.0001,3.0,3.0,1.0,0.7013888888888888,0.6923828125,0.0036
M1.0,4,90154,1.0,0.0,z,R,,0.167267483777938,N1,0.5048828125,0.0,0.7851392919435405,0.0,0.5,0.5068359375,0.5,0.7142857142857143,,0.0,99,99,0,99,1.0,0.4806,0.3139,,,,0.5289351851851852,,
M0.6,0,90160,0.6,0.0,z,R,,0.13987022350396539,rule #2.1,0.7451171875,0.5889341014211946,0.6498646022086123,0.14154379701441577,0.65625,0.9970703125,1.0,0.4931237721021611,0.490234375,0.23828125,0,99,0,99,0.01,0.0002,0.0001,3.0,3.0,1.0,0.7222222222222222,0.82080078125,0.0001
M0.6,0,90160,0.6,0.0,z,R,,0.13987022350396539,BF_1,0.7333984375,0.5583894218004328,0.6675622295522479,0.12384616967078022,0.65625,0.9970703125,1.0,0.46954813359528486,0.466796875,0.2265625,0,99,0,99,0.01,0.0005,0.0001,3.0,3.0,1.0,0.7141203703703703,0.8193359375,0.0001
M0.6,0,90160,0.6,0.0,z,R,,0.13987022350396539,BF_2,0.7255859375,0.5702407975448178,0.6699672353177625,0.1214411639052656,0.625,0.9931640625,1.0,0.45742574257425744,0.451171875,0.21875,0,99,0,99,0.01,0.0006,0.0001,3.0,3.0,1.0,0.7164351851851852,0.7724609375,0.0001
M0.6,0,90160,0.6,0.0,z,R,,0.13987022350396539,BF_3,0.6982421875,0.491699387772234,0.6872107913354919,0.10419760788753618,0.625,0.9970703125,1.0,0.3988212180746562,0.396484375,0.19140625,0,99,0,99,0.01,0.0031,0.0001,3.0,3.0,1.0,0.6898148148148148,0.736328125,0.0005
M0.6,0,90160,0.6,0.0,z,R,,0.13987022350396539,BF_4,0.5068359375,0.0,0.7914083992230281,0.0,0.5,0.998046875,1.0,0.013725490196078431,0.013671875,0.0,99,99,0,99,1.0,0.4692,0.2742,100.0,3.0,1.0,0.5028935185185185,0.7119140625,0.0016
M0.6,0,90160,0.6,0.0,z,R,,0.13987022350396539,N1,0.5068359375,0.0,0.7914083992230281,0.0,0.5,0.501953125,0.5,3.5,,0.0,99,99,0,99,1.0,0.4692,0.2742,,,,0.5028935185185185,,
M0.6,1,90161,0.6,0.0,z,U,,0.148281663061764,rule #2.1,0.5654296875,0.24141483152760945,0.8620846537842771,0.035542419373508105,0.5,0.9716796875,1.0,0.13871635610766045,0.130859375,0.033203125,0,99,0,99,0.01,0.1888,0.0107,3.0,3.0,1.0,0.5706018518518519,0.5947265625,0.1008
M0.6,1,90161,0.6,0.0,z,U,,0.148281663061764,BF_1,0.591796875,0.22925045803304545,0.8518882725229077,0.04573880063487756,0.59375,0.98046875,1.0,0.1910569105691057,0.18359375,0.0595703125,0,99,0,99,0.01,0.1072,0.0014,3.0,3.0,1.0,0.5983796296296297,0.6259765625,0.0445
M0.6,1,90161,0.6,0.0,z,U,,0.148281663061764,BF_2,0.6025390625,0.22603140942771205,0.8554337983638048,0.042193274793980384,0.59375,1.0,1.0,0.205078125,0.205078125,0.0703125,0,99,0,99,0.01,0.0832,0.0024,3.0,3.0,1.0,0.6180555555555556,0.6162109375,0.0604
M0.6,1,90161,0.6,0.0,z,U,,0.148281663061764,BF_3,0.5322265625,0.0,0.8976270731577852,0.0,0.5,0.9990234375,1.0,0.06457925636007827,0.064453125,0.0,99,99,0,99,1.0,0.3292,0.0259,100.0,3.0,1.0,0.5416666666666666,0.55859375,0.2063
M0.6,1,90161,0.6,0.0,z,U,,0.148281663061764,BF_4,0.5322265625,0.0,0.8976270731577852,0.0,0.5,0.9990234375,1.0,0.06457925636007827,0.064453125,0.0,99,99,0,99,1.0,0.3292,0.0259,100.0,3.0,1.0,0.5416666666666666,0.580078125,0.1294
M0.6,1,90161,0.6,0.0,z,U,,0.148281663061764,N1,0.5322265625,0.0,0.8976270731577852,0.0,0.5,0.5234375,0.5,1.375,,0.0,99,99,0,99,1.0,0.3292,0.0259,,,,0.5416666666666666,,
M0.6,2,90162,0.6,0.0,z,R,,0.14587839461667867,rule #2.1,0.72998046875,0.5830533117235599,0.7063859283193021,0.1332492495526143,0.6875,0.998046875,1.0,0.46176470588235297,0.4599609375,0.22021484375,0,99,0,99,0.01,0.0008,0.0001,3.0,3.0,1.0,0.7361111111111112,0.8466796875,0.0001
M0.6,2,90162,0.6,0.0,z,R,,0.14587839461667867,BF_1,0.7568359375,0.6139156432662265,0.7038860671794388,0.13574911069247764,0.65625,1.0,1.0,0.513671875,0.513671875,0.2470703125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7581018518518519,0.861328125,0.0001
M0.6,2,90162,0.6,0.0,z,R,,0.14587839461667867,BF_2,0.587890625,0.23784916291193192,0.7970925345782633,0.04254264329365309,0.53125,0.9990234375,1.0,0.1761252446183953,0.17578125,0.078125,0,99,0,99,0.01,0.1148,0.0275,3.0,3.0,1.0,0.5844907407407407,0.6630859375,0.0118
M0.6,2,90162,0.6,0.0,z,R,,0.14587839461667867,BF_3,0.6015625,0.2758704508017441,0.7944967836923377,0.04513839417957877,0.59375,0.998046875,1.0,0.20392156862745098,0.203125,0.091796875,0,99,0,99,0.01,0.0811,0.0175,3.0,3.0,1.0,0.6030092592592593,0.6396484375,0.0265
M0.6,2,90162,0.6,0.0,z,R,,0.14587839461667867,BF_4,0.6015625,0.26869379569846386,0.7998863256078487,0.03974885226406777,0.59375,0.9990234375,1.0,0.2035225048923679,0.203125,0.091796875,0,99,0,99,0.01,0.0816,0.0209,3.0,3.0,1.0,0.6030092592592593,0.623046875,0.0442
M0.6,2,90162,0.6,0.0,z,R,,0.14587839461667867,N1,0.509765625,0.0,0.8396351778719164,0.0,0.5,0.51953125,0.5,0.5,,0.0,99,99,0,99,1.0,0.4497,0.2994,,,,0.5254629629629629,,
M0.6,3,90163,0.6,0.0,z,U,,0.15164623888488343,rule #2.1,0.6728515625,0.4365808500656879,0.7539266735288558,0.0880063016504572,0.65625,1.0,1.0,0.345703125,0.345703125,0.158203125,1,99,0,99,0.02,0.0082,0.0001,3.0,3.0,1.0,0.6545138888888888,0.77978515625,0.0001
M0.6,3,90163,0.6,0.0,z,U,,0.15164623888488343,BF_1,0.6787109375,0.4381573110690419,0.7471505308790114,0.09478244430030158,0.65625,1.0,1.0,0.357421875,0.357421875,0.1640625,0,99,0,99,0.01,0.007,0.0001,3.0,3.0,1.0,0.6631944444444444,0.8017578125,0.0001
M0.6,3,90163,0.6,0.0,z,U,,0.15164623888488343,BF_2,0.5146484375,0.0,0.841932975179313,0.0,0.5625,1.0,1.0,0.029296875,0.029296875,0.0,98,99,0,99,0.99,0.4239,0.1341,100.0,3.0,1.0,0.4976851851851852,0.603515625,0.0809
M0.6,3,90163,0.6,0.0,z,U,,0.15164623888488343,BF_3,0.5146484375,0.0,0.841932975179313,0.0,0.5625,0.9990234375,1.0,0.029354207436399216,0.029296875,0.0,98,99,0,99,0.99,0.4239,0.1341,100.0,3.0,1.0,0.4976851851851852,0.625,0.045
M0.6,3,90163,0.6,0.0,z,U,,0.15164623888488343,BF_4,0.5146484375,0.0,0.841932975179313,0.0,0.5625,1.0,1.0,0.029296875,0.029296875,0.0,99,99,0,99,1.0,0.4239,0.1341,100.0,3.0,1.0,0.4976851851851852,0.62890625,0.039
M0.6,3,90163,0.6,0.0,z,U,,0.15164623888488343,N1,0.5146484375,0.0,0.841932975179313,0.0,0.5625,0.5146484375,0.5,1.0,,0.0,99,99,0,99,1.0,0.4239,0.1341,,,,0.4976851851851852,,
M0.6,4,90164,0.6,0.0,z,U,,0.136986301369863,rule #2.1,0.6357421875,0.36070551455618016,0.7864276004500934,0.084276539251121,0.59375,0.982421875,1.0,0.2813765182186235,0.271484375,0.11328125,0,99,0,99,0.01,0.0308,0.0001,3.0,3.0,1.0,0.6365740740740741,0.7216796875,0.0011
M0.6,4,90164,0.6,0.0,z,U,,0.136986301369863,BF_1,0.6259765625,0.33235663702244433,0.8020277640685075,0.0686763756327069,0.59375,0.9833984375,1.0,0.2606060606060606,0.251953125,0.103515625,0,99,0,99,0.01,0.0405,0.0001,3.0,3.0,1.0,0.625,0.69140625,0.0044
M0.6,4,90164,0.6,0.0,z,U,,0.136986301369863,BF_2,0.5224609375,0.0,0.8707041397012144,0.0,0.5,0.984375,1.0,0.046370967741935484,0.044921875,0.0,99,99,0,99,1.0,0.3924,0.0662,100.0,3.0,1.0,0.5057870370370371,0.62109375,0.049
M0.6,4,90164,0.6,0.0,z,U,,0.136986301369863,BF_3,0.5224609375,0.0,0.8707041397012144,0.0,0.5,0.9921875,1.0,0.04563492063492063,0.044921875,0.0,99,99,0,99,1.0,0.3924,0.0662,100.0,3.0,1.0,0.5057870370370371,0.6162109375,0.0538
M0.6,4,90164,0.6,0.0,z,U,,0.136986301369863,BF_4,0.5224609375,0.0,0.8707041397012144,0.0,0.5,0.9892578125,1.0,0.04590818363273453,0.044921875,0.0,99,99,0,99,1.0,0.3924,0.0662,100.0,3.0,1.0,0.5057870370370371,0.6103515625,0.0643
M0.6,4,90164,0.6,0.0,z,U,,0.136986301369863,N1,0.5224609375,0.0,0.8707041397012144,0.0,0.5,0.5244140625,0.5,0.92,,0.0,99,99,0,99,1.0,0.3924,0.0662,,,,0.5057870370370371,,
M0.75,0,90170,0.75,0.0,z,R,,0.15789473684210525,rule #2.1,0.87109375,1.0188813801674574,0.6565985700349364,0.21943456208162893,0.84375,1.0,1.0,0.7421875,0.7421875,0.376953125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8622685185185185,0.951171875,0.0001
M0.75,0,90170,0.75,0.0,z,R,,0.15789473684210525,BF_1,0.869140625,1.0489951066738248,0.6501903541244238,0.22584277799214147,0.84375,1.0,1.0,0.73828125,0.73828125,0.375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8530092592592593,0.9599609375,0.0001
M0.75,0,90170,0.75,0.0,z,R,,0.15789473684210525,BF_2,0.8671875,1.073007668453029,0.6411392531822913,0.23489387893427405,0.75,1.0,1.0,0.734375,0.734375,0.373046875,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8611111111111112,0.9169921875,0.0001
M0.75,0,90170,0.75,0.0,z,R,,0.15789473684210525,BF_3,0.8330078125,0.943337088787294,0.6673269737163277,0.20870615840023765,0.75,1.0,1.0,0.666015625,0.666015625,0.3388671875,0,99,0,99,0.01,0.0002,0.0001,3.0,3.0,1.0,0.8287037037037037,0.859375,0.0001
M0.75,0,90170,0.75,0.0,z,R,,0.15789473684210525,BF_4,0.810546875,0.9137129273721385,0.6786618936503684,0.19737123846619686,0.75,1.0,1.0,0.62109375,0.62109375,0.31640625,0,99,0,99,0.01,0.0002,0.0001,3.0,3.0,1.0,0.8043981481481481,0.7548828125,0.0003
M0.75,0,90170,0.75,0.0,z,R,,0.15789473684210525,N1,0.494140625,0.0,0.8760331321165653,0.0,0.4375,0.505859375,0.5,-1.0,,0.0,99,99,0,99,1.0,0.5313,0.6495,,,,0.5081018518518519,,
M0.75,1,90171,0.75,0.0,z,R,,0.1590963710646479,rule #2.1,0.8759765625,0.9857113439682295,0.5744432353584081,0.2149628104869401,0.78125,1.0,1.0,0.751953125,0.751953125,0.3896484375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8738425925925926,0.96875,0.0001
M0.75,1,90171,0.75,0.0,z,R,,0.1590963710646479,BF_1,0.8759765625,0.9339808788753474,0.5833138688314488,0.20609217701389948,0.78125,1.0,1.0,0.751953125,0.751953125,0.3896484375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8738425925925926,0.970703125,0.0001
M0.75,1,90171,0.75,0.0,z,R,,0.1590963710646479,BF_2,0.876953125,0.9836131362230038,0.5777627768441825,0.2116432690011657,0.78125,1.0,1.0,0.75390625,0.75390625,0.390625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8715277777777778,0.955078125,0.0001
M0.75,1,90171,0.75,0.0,z,R,,0.1590963710646479,BF_3,0.8759765625,0.9900573039027114,0.5778269351695602,0.21157911067578805,0.78125,1.0,1.0,0.751953125,0.751953125,0.3896484375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8680555555555556,0.9501953125,0.0001
M0.75,1,90171,0.75,0.0,z,R,,0.1590963710646479,BF_4,0.845703125,0.8892182049941924,0.6002502195948005,0.18915582625054772,0.75,1.0,1.0,0.69140625,0.69140625,0.359375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8368055555555556,0.8916015625,0.0001
M0.75,1,90171,0.75,0.0,z,R,,0.1590963710646479,N1,0.486328125,0.0,0.7894060458453482,0.0,0.46875,0.48828125,0.5,,,0.0,99,99,0,99,1.0,0.5766,0.8042,,,,0.515625,,
M0.75,2,90172,0.75,0.0,z,R,,0.15356885364095169,rule #2.1,0.7861328125,0.886768723214617,0.639399001200651,0.18793477353509802,0.71875,0.9970703125,1.0,0.5756385068762279,0.572265625,0.291015625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7743055555555556,0.9013671875,0.0001
M0.75,2,90172,0.75,0.0,z,R,,0.15356885364095169,BF_1,0.7861328125,0.8359157930213416,0.6519704917010004,0.17536328303474857,0.71875,0.99609375,1.0,0.5767716535433071,0.572265625,0.291015625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7719907407407407,0.8984375,0.0001
M0.75,2,90172,0.75,0.0,z,R,,0.15356885364095169,BF_2,0.6884765625,0.5258832337829041,0.7186676178830466,0.10866615685270242,0.59375,0.9990234375,1.0,0.3776908023483366,0.376953125,0.193359375,0,99,0,99,0.01,0.0036,0.0001,3.0,3.0,1.0,0.6678240740740741,0.7314453125,0.0002
M0.75,2,90172,0.75,0.0,z,R,,0.15356885364095169,BF_3,0.6982421875,0.5528514622789598,0.7068466686386783,0.1204871060970707,0.625,0.9951171875,1.0,0.40039447731755423,0.396484375,0.203125,0,99,0,99,0.01,0.0023,0.0001,3.0,3.0,1.0,0.6828703703703703,0.75,0.0003
M0.75,2,90172,0.75,0.0,z,R,,0.15356885364095169,BF_4,0.673828125,0.5044496044024205,0.7254746426579037,0.10185913207784525,0.625,0.998046875,1.0,0.34901960784313724,0.34765625,0.1787109375,0,99,0,99,0.01,0.008,0.0001,3.0,3.0,1.0,0.6574074074074074,0.7177734375,0.0018
M0.75,2,90172,0.75,0.0,z,R,,0.15356885364095169,N1,0.4951171875,0.0,0.827333774735749,0.0,0.5,0.49609375,0.5,,,0.0,99,99,0,99,1.0,0.5353,0.6415,,,,0.48726851851851855,,
M0.75,3,90173,0.75,0.0,z,R,,0.16173996635424176,rule #2.1,0.724609375,0.6577389956845764,0.6833512615716208,0.14055969962406656,0.6875,0.994140625,1.0,0.45454545454545453,0.44921875,0.2119140625,0,99,0,99,0.01,0.001,0.0001,3.0,3.0,1.0,0.7152777777777778,0.8193359375,0.0001
M0.75,3,90173,0.75,0.0,z,R,,0.16173996635424176,BF_1,0.7255859375,0.6582536351136372,0.6844662277919009,0.1394447334037865,0.6875,0.9990234375,1.0,0.4520547945205479,0.451171875,0.212890625,0,99,0,99,0.01,0.0014,0.0001,3.0,3.0,1.0,0.7210648148148148,0.8369140625,0.0001
M0.75,3,90173,0.75,0.0,z,R,,0.16173996635424176,BF_2,0.765625,0.7939081591567095,0.6546337490611218,0.1692772121345656,0.6875,1.0,1.0,0.53125,0.53125,0.2529296875,0,99,0,99,0.01,0.0002,0.0001,3.0,3.0,1.0,0.7627314814814815,0.8798828125,0.0001
M0.75,3,90173,0.75,0.0,z,R,,0.16173996635424176,BF_3,0.7705078125,0.7829050087828365,0.6526111341866798,0.1712998270090076,0.71875,1.0,1.0,0.541015625,0.541015625,0.2578125,0,99,0,99,0.01,0.0002,0.0001,3.0,3.0,1.0,0.7719907407407407,0.8935546875,0.0001
M0.75,3,90173,0.75,0.0,z,R,,0.16173996635424176,BF_4,0.7841796875,0.7619151154396822,0.6581485787002817,0.16576238249540576,0.71875,1.0,1.0,0.568359375,0.568359375,0.271484375,0,99,0,99,0.01,0.0003,0.0001,3.0,3.0,1.0,0.7847222222222222,0.89453125,0.0001
M0.75,3,90173,0.75,0.0,z,R,,0.16173996635424176,N1,0.5126953125,0.0,0.8239109611956874,0.0,0.53125,0.5068359375,0.5,1.8571428571428572,,0.0,99,99,0,99,1.0,0.433,0.2071,,,,0.49421296296296297,,
M0.75,4,90174,0.75,0.0,z,R,,0.1552511415525114,rule #2.1,0.740234375,0.9817055956640868,0.6150832215181623,0.18837796169898824,0.65625,1.0,1.0,0.48046875,0.48046875,0.25,0,99,0,99,0.01,0.0003,0.0001,3.0,3.0,1.0,0.7453703703703703,0.8740234375,0.0001
M0.75,4,90174,0.75,0.0,z,R,,0.1552511415525114,BF_1,0.736328125,0.9468872982754284,0.6142498969186352,0.18921128629851536,0.65625,1.0,1.0,0.47265625,0.47265625,0.24609375,0,99,0,99,0.01,0.0004,0.0001,3.0,3.0,1.0,0.7418981481481481,0.8828125,0.0001
M0.75,4,90174,0.75,0.0,z,R,,0.1552511415525114,BF_2,0.7392578125,0.8900567961143006,0.6239375609471285,0.17952362227002205,0.65625,1.0,1.0,0.478515625,0.478515625,0.2490234375,0,99,0,99,0.01,0.0006,0.0001,3.0,3.0,1.0,0.7280092592592593,0.880859375,0.0001
M0.75,4,90174,0.75,0.0,z,R,,0.1552511415525114,BF_3,0.6884765625,0.7807385908604243,0.660259379998229,0.1432018032189215,0.65625,0.9990234375,1.0,0.3776908023483366,0.376953125,0.1982421875,0,99,0,99,0.01,0.0046,0.0001,3.0,3.0,1.0,0.6689814814814815,0.8037109375,0.0001
M0.75,4,90174,0.75,0.0,z,R,,0.1552511415525114,BF_4,0.693359375,0.7835905467772248,0.6621926359750783,0.14126854724207227,0.625,1.0,1.0,0.38671875,0.38671875,0.203125,0,99,0,99,0.01,0.0037,0.0001,3.0,3.0,1.0,0.6782407407407407,0.791015625,0.0001
M0.75,4,90174,0.75,0.0,z,R,,0.1552511415525114,N1,0.490234375,0.0,0.8034611832171505,0.0,0.5,0.4921875,0.5,,,0.0,99,99,0,99,1.0,0.5529,0.8175,,,,0.47800925925925924,,
M0.85,0,90180,0.85,0.0,z,R,,0.14972362412881518,rule #2.1,0.95166015625,1.723363857167588,0.5498854748223663,0.2963777568954117,0.90625,1.0,1.0,0.9033203125,0.9033203125,0.42724609375,0,99,0,99,0.01,0.0001,0.0001,1.0,1.0,1.0,0.9484953703703703,0.95166015625,0.0001
M0.85,0,90180,0.85,0.0,z,R,,0.14972362412881518,BF_1,0.951171875,1.5006877040022544,0.5440143807301653,0.30224885098761267,0.875,1.0,1.0,0.90234375,0.90234375,0.4267578125,0,99,0,99,0.01,0.0001,0.0001,1.0,1.0,1.0,0.9467592592592593,0.951171875,0.0001
M0.85,0,90180,0.85,0.0,z,R,,0.14972362412881518,BF_2,0.86328125,0.9309104160704684,0.6471342095365579,0.19912902218122008,0.875,0.9990234375,1.0,0.7279843444227005,0.7265625,0.3388671875,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8530092592592593,0.900390625,0.0001
M0.85,0,90180,0.85,0.0,z,R,,0.14972362412881518,BF_3,0.84765625,0.9470292181368205,0.6453566885388121,0.20090654317896584,0.84375,0.9990234375,1.0,0.6966731898238747,0.6953125,0.3232421875,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8344907407407407,0.8486328125,0.0001
M0.85,0,90180,0.85,0.0,z,R,,0.14972362412881518,BF_4,0.8544921875,0.9572545313712852,0.6472971297332353,0.19896610198454268,0.8125,1.0,1.0,0.708984375,0.708984375,0.330078125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8449074074074074,0.7763671875,0.0002
M0.85,0,90180,0.85,0.0,z,R,,0.14972362412881518,N1,0.5244140625,0.0,0.846263231717778,0.0,0.5,0.5244140625,0.5,1.0,,0.0,99,99,0,99,1.0,0.3623,0.1043,,,,0.5370370370370371,,
M0.85,1,90181,0.85,0.0,z,R,,0.16077865897620763,rule #2.1,0.7763671875,0.6515145716831324,0.7352689161759767,0.1275791793128389,0.6875,0.9873046875,1.0,0.5671342685370742,0.552734375,0.2841796875,0,99,0,99,0.01,0.0002,0.0001,3.0,3.0,1.0,0.7731481481481481,0.84765625,0.0001
M0.85,1,90181,0.85,0.0,z,R,,0.16077865897620763,BF_1,0.7861328125,0.6373881093920222,0.7200296674990152,0.14281842798980038,0.6875,0.99609375,1.0,0.5767716535433071,0.572265625,0.2939453125,0,99,0,99,0.01,0.0002,0.0001,3.0,3.0,1.0,0.7847222222222222,0.8583984375,0.0001
M0.85,1,90181,0.85,0.0,z,R,,0.16077865897620763,BF_2,0.7392578125,0.5271054147287826,0.753105823698009,0.10974227179080653,0.65625,0.9990234375,1.0,0.4794520547945205,0.478515625,0.2470703125,0,99,0,99,0.01,0.0004,0.0001,3.0,3.0,1.0,0.7303240740740741,0.7587890625,0.0002
M0.85,1,90181,0.85,0.0,z,R,,0.16077865897620763,BF_3,0.72265625,0.5445692700873793,0.752182903744501,0.11066519174431455,0.65625,0.9990234375,1.0,0.4461839530332681,0.4453125,0.23046875,0,99,0,99,0.01,0.0009,0.0001,3.0,3.0,1.0,0.7129629629629629,0.75,0.0004
M0.85,1,90181,0.85,0.0,z,R,,0.16077865897620763,BF_4,0.6923828125,0.5023772463697789,0.7673552599160521,0.09549283557276345,0.65625,0.998046875,1.0,0.3862745098039216,0.384765625,0.2001953125,0,99,0,99,0.01,0.0037,0.0001,3.0,3.0,1.0,0.6875,0.708984375,0.0017
M0.85,1,90181,0.85,0.0,z,R,,0.16077865897620763,N1,0.4921875,0.0,0.8628480954888156,0.0,0.5,0.498046875,0.5,,,0.0,99,99,0,99,1.0,0.5421,0.7597,,,,0.5069444444444444,,
M0.85,2,90182,0.85,0.0,z,R,,0.15549146839701994,rule #2.1,0.8427734375,1.1439180772218205,0.5679983140583098,0.23589611479293637,0.75,1.0,1.0,0.685546875,0.685546875,0.3369140625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8356481481481481,0.9150390625,0.0001
M0.85,2,90182,0.85,0.0,z,R,,0.15549146839701994,BF_1,0.84375,1.106654345647736,0.5745893053650336,0.22930512348621257,0.75,1.0,1.0,0.6875,0.6875,0.337890625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8391203703703703,0.921875,0.0001
M0.85,2,90182,0.85,0.0,z,R,,0.15549146839701994,BF_2,0.8154296875,1.0435143668785924,0.5902905222708859,0.21360390658036033,0.71875,1.0,1.0,0.630859375,0.630859375,0.3095703125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8067129629629629,0.888671875,0.0001
M0.85,2,90182,0.85,0.0,z,R,,0.15549146839701994,BF_3,0.791015625,0.9919004223260279,0.6057188020151445,0.19817562683610168,0.6875,1.0,1.0,0.58203125,0.58203125,0.28515625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7777777777777778,0.810546875,0.0001
M0.85,2,90182,0.85,0.0,z,R,,0.15549146839701994,BF_4,0.748046875,0.8715886227476181,0.6366131892246081,0.1672812396266381,0.65625,1.0,1.0,0.49609375,0.49609375,0.2421875,0,99,0,99,0.01,0.0002,0.0001,3.0,3.0,1.0,0.7592592592592593,0.7451171875,0.0004
M0.85,2,90182,0.85,0.0,z,R,,0.15549146839701994,N1,0.505859375,0.0,0.8038944288512462,0.0,0.5,0.50390625,0.5,1.5,,0.0,99,99,0,99,1.0,0.4703,0.2435,,,,0.5086805555555556,,
M0.85,3,90183,0.85,0.0,z,R,,0.14972362412881518,rule #2.1,0.83984375,0.9832556454288792,0.6312293976826313,0.20152551097372773,0.78125,0.9990234375,1.0,0.6810176125244618,0.6796875,0.349609375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8379629629629629,0.927734375,0.0001
M0.85,3,90183,0.85,0.0,z,R,,0.14972362412881518,BF_1,0.8330078125,0.9427014005514612,0.6295301720866454,0.20322473656971363,0.78125,0.9990234375,1.0,0.6673189823874756,0.666015625,0.3427734375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8310185185185185,0.9140625,0.0001
